Emotion,Value 
angry,5
disgust,1
scared,21
happy,18
sad,18
surprised,1
neutral,36
angry,7
disgust,1
scared,6
happy,24
sad,18
surprised,6
neutral,38
angry,8
disgust,1
scared,10
happy,18
sad,19
surprised,7
neutral,37
angry,2
disgust,0
scared,17
happy,57
sad,12
surprised,1
neutral,10
angry,3
disgust,0
scared,32
happy,47
sad,8
surprised,2
neutral,9
angry,3
disgust,0
scared,27
happy,40
sad,11
surprised,2
neutral,17
angry,3
disgust,0
scared,27
happy,40
sad,11
surprised,2
neutral,17
angry,3
disgust,0
scared,29
happy,33
sad,21
surprised,2
neutral,12
angry,3
disgust,0
scared,24
happy,36
sad,25
surprised,1
neutral,11
angry,4
disgust,0
scared,27
happy,37
sad,20
surprised,1
neutral,10
angry,3
disgust,0
scared,20
happy,40
sad,25
surprised,1
neutral,10
angry,7
disgust,0
scared,28
happy,29
sad,25
surprised,1
neutral,9
angry,6
disgust,0
scared,23
happy,34
sad,27
surprised,1
neutral,9
angry,7
disgust,0
scared,30
happy,20
sad,31
surprised,1
neutral,11
angry,9
disgust,0
scared,27
happy,17
sad,34
surprised,1
neutral,11
angry,12
disgust,0
scared,24
happy,18
sad,33
surprised,1
neutral,12
angry,8
disgust,0
scared,31
happy,15
sad,32
surprised,1
neutral,14
angry,8
disgust,0
scared,27
happy,16
sad,35
surprised,1
neutral,14
angry,8
disgust,0
scared,27
happy,16
sad,35
surprised,1
neutral,14
angry,11
disgust,0
scared,38
happy,13
sad,24
surprised,1
neutral,13
angry,12
disgust,0
scared,27
happy,12
sad,36
surprised,1
neutral,12
angry,11
disgust,0
scared,22
happy,15
sad,39
surprised,1
neutral,12
angry,11
disgust,0
scared,29
happy,11
sad,34
surprised,1
neutral,14
angry,9
disgust,0
scared,18
happy,25
sad,33
surprised,1
neutral,14
angry,12
disgust,0
scared,24
happy,17
sad,31
surprised,1
neutral,15
angry,10
disgust,0
scared,22
happy,12
sad,40
surprised,1
neutral,15
angry,12
disgust,0
scared,18
happy,14
sad,42
surprised,1
neutral,13
angry,14
disgust,0
scared,27
happy,10
sad,33
surprised,1
neutral,14
angry,14
disgust,0
scared,27
happy,10
sad,33
surprised,1
neutral,14
angry,13
disgust,0
scared,19
happy,18
sad,35
surprised,1
neutral,14
angry,11
disgust,0
scared,17
happy,14
sad,45
surprised,1
neutral,13
angry,9
disgust,0
scared,16
happy,18
sad,40
surprised,1
neutral,15
angry,12
disgust,0
scared,18
happy,16
sad,40
surprised,1
neutral,12
angry,12
disgust,0
scared,20
happy,17
sad,44
surprised,1
neutral,8
angry,12
disgust,0
scared,17
happy,20
sad,40
surprised,1
neutral,11
angry,12
disgust,0
scared,17
happy,20
sad,40
surprised,1
neutral,11
angry,11
disgust,0
scared,16
happy,14
sad,46
surprised,1
neutral,12
angry,11
disgust,0
scared,20
happy,15
sad,41
surprised,1
neutral,12
angry,12
disgust,0
scared,17
happy,20
sad,41
surprised,1
neutral,10
angry,6
disgust,0
scared,13
happy,23
sad,42
surprised,1
neutral,15
angry,16
disgust,0
scared,22
happy,14
sad,38
surprised,1
neutral,10
angry,13
disgust,0
scared,22
happy,14
sad,41
surprised,1
neutral,8
angry,14
disgust,0
scared,28
happy,14
sad,32
surprised,1
neutral,10
angry,14
disgust,0
scared,28
happy,14
sad,32
surprised,1
neutral,10
angry,14
disgust,0
scared,26
happy,14
sad,36
surprised,1
neutral,8
angry,13
disgust,0
scared,19
happy,14
sad,41
surprised,1
neutral,11
angry,13
disgust,0
scared,28
happy,9
sad,39
surprised,1
neutral,9
angry,12
disgust,0
scared,27
happy,14
sad,37
surprised,2
neutral,8
angry,12
disgust,0
scared,27
happy,14
sad,37
surprised,2
neutral,8
angry,14
disgust,0
scared,23
happy,17
sad,35
surprised,1
neutral,10
angry,10
disgust,0
scared,26
happy,17
sad,33
surprised,2
neutral,12
angry,9
disgust,0
scared,18
happy,27
sad,34
surprised,1
neutral,10
angry,8
disgust,0
scared,19
happy,15
sad,43
surprised,1
neutral,14
angry,12
disgust,0
scared,29
happy,13
sad,36
surprised,1
neutral,9
angry,12
disgust,0
scared,29
happy,13
sad,36
surprised,1
neutral,9
angry,13
disgust,0
scared,24
happy,15
sad,37
surprised,1
neutral,9
angry,11
disgust,0
scared,25
happy,21
sad,29
surprised,1
neutral,14
angry,13
disgust,0
scared,40
happy,14
sad,23
surprised,2
neutral,8
angry,17
disgust,0
scared,41
happy,10
sad,23
surprised,2
neutral,7
angry,16
disgust,0
scared,33
happy,11
sad,29
surprised,2
neutral,9
angry,17
disgust,0
scared,40
happy,9
sad,27
surprised,2
neutral,5
angry,16
disgust,0
scared,45
happy,6
sad,27
surprised,2
neutral,5
angry,15
disgust,0
scared,44
happy,7
sad,27
surprised,2
neutral,5
angry,20
disgust,0
scared,35
happy,8
sad,26
surprised,2
neutral,7
angry,20
disgust,0
scared,35
happy,8
sad,26
surprised,2
neutral,7
angry,14
disgust,0
scared,34
happy,14
sad,26
surprised,2
neutral,10
angry,15
disgust,0
scared,38
happy,12
sad,26
surprised,3
neutral,7
angry,14
disgust,0
scared,48
happy,6
sad,25
surprised,2
neutral,4
angry,17
disgust,0
scared,47
happy,5
sad,25
surprised,2
neutral,4
angry,20
disgust,0
scared,47
happy,5
sad,21
surprised,3
neutral,4
angry,20
disgust,0
scared,47
happy,5
sad,21
surprised,3
neutral,4
angry,15
disgust,0
scared,40
happy,7
sad,28
surprised,3
neutral,6
angry,17
disgust,0
scared,32
happy,12
sad,31
surprised,2
neutral,7
angry,15
disgust,0
scared,31
happy,9
sad,33
surprised,2
neutral,10
angry,8
disgust,0
scared,14
happy,20
sad,44
surprised,1
neutral,14
angry,8
disgust,0
scared,14
happy,20
sad,44
surprised,1
neutral,14
angry,9
disgust,0
scared,12
happy,15
sad,47
surprised,1
neutral,16
angry,7
disgust,0
scared,11
happy,25
sad,45
surprised,1
neutral,11
angry,15
disgust,0
scared,13
happy,27
sad,36
surprised,1
neutral,8
angry,7
disgust,0
scared,10
happy,48
sad,27
surprised,1
neutral,8
angry,7
disgust,0
scared,10
happy,48
sad,27
surprised,1
neutral,8
angry,6
disgust,0
scared,8
happy,45
sad,9
surprised,5
neutral,26
angry,7
disgust,0
scared,8
happy,32
sad,17
surprised,5
neutral,30
angry,4
disgust,0
scared,4
happy,69
sad,18
surprised,1
neutral,4
angry,1
disgust,0
scared,2
happy,83
sad,10
surprised,0
neutral,4
angry,0
disgust,0
scared,1
happy,91
sad,4
surprised,0
neutral,3
angry,0
disgust,0
scared,1
happy,91
sad,4
surprised,0
neutral,3
angry,0
disgust,0
scared,1
happy,96
sad,2
surprised,0
neutral,2
angry,5
disgust,0
scared,13
happy,13
sad,9
surprised,21
neutral,39
angry,1
disgust,0
scared,0
happy,95
sad,2
surprised,0
neutral,2
angry,1
disgust,0
scared,0
happy,94
sad,1
surprised,0
neutral,3
angry,1
disgust,0
scared,1
happy,95
sad,2
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,1
disgust,0
scared,0
happy,95
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,1
disgust,0
scared,0
happy,96
sad,1
surprised,0
neutral,1
angry,1
disgust,0
scared,0
happy,96
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,98
sad,0
surprised,0
neutral,1
angry,1
disgust,0
scared,0
happy,95
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,96
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,98
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,98
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,96
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,98
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,98
sad,0
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,98
sad,0
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,98
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,98
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,98
sad,0
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,1
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,95
sad,2
surprised,0
neutral,3
angry,0
disgust,0
scared,0
happy,96
sad,2
surprised,0
neutral,2
angry,1
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,95
sad,1
surprised,0
neutral,3
angry,1
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,1
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,1
angry,1
disgust,0
scared,0
happy,95
sad,2
surprised,0
neutral,2
angry,1
disgust,0
scared,1
happy,89
sad,5
surprised,1
neutral,4
angry,1
disgust,0
scared,0
happy,96
sad,1
surprised,0
neutral,2
angry,1
disgust,0
scared,0
happy,92
sad,2
surprised,0
neutral,4
angry,0
disgust,0
scared,1
happy,92
sad,2
surprised,1
neutral,3
angry,0
disgust,0
scared,1
happy,93
sad,2
surprised,1
neutral,3
angry,0
disgust,0
scared,1
happy,93
sad,2
surprised,1
neutral,3
angry,1
disgust,1
scared,1
happy,88
sad,3
surprised,2
neutral,5
angry,1
disgust,0
scared,3
happy,83
sad,5
surprised,1
neutral,7
angry,6
disgust,0
scared,9
happy,55
sad,9
surprised,2
neutral,19
angry,12
disgust,0
scared,3
happy,72
sad,3
surprised,0
neutral,9
angry,9
disgust,0
scared,4
happy,67
sad,11
surprised,0
neutral,9
angry,3
disgust,0
scared,2
happy,75
sad,2
surprised,0
neutral,18
angry,3
disgust,3
scared,10
happy,17
sad,13
surprised,24
neutral,31
angry,12
disgust,0
scared,8
happy,16
sad,15
surprised,11
neutral,37
angry,12
disgust,0
scared,8
happy,16
sad,15
surprised,11
neutral,37
angry,6
disgust,2
scared,9
happy,16
sad,17
surprised,17
neutral,33
angry,6
disgust,2
scared,9
happy,16
sad,17
surprised,17
neutral,33
angry,2
disgust,0
scared,21
happy,10
sad,8
surprised,32
neutral,26
angry,2
disgust,0
scared,21
happy,10
sad,8
surprised,32
neutral,26
angry,1
disgust,1
scared,11
happy,11
sad,11
surprised,35
neutral,30
angry,4
disgust,0
scared,11
happy,10
sad,50
surprised,0
neutral,25
angry,8
disgust,0
scared,7
happy,7
sad,41
surprised,0
neutral,36
angry,4
disgust,0
scared,3
happy,13
sad,28
surprised,0
neutral,52
angry,9
disgust,0
scared,4
happy,14
sad,28
surprised,0
neutral,44
angry,8
disgust,0
scared,3
happy,14
sad,20
surprised,0
neutral,56
angry,8
disgust,0
scared,3
happy,14
sad,20
surprised,0
neutral,56
angry,7
disgust,0
scared,1
happy,9
sad,9
surprised,0
neutral,74
angry,3
disgust,0
scared,2
happy,19
sad,7
surprised,0
neutral,69
angry,5
disgust,0
scared,8
happy,17
sad,16
surprised,1
neutral,53
angry,8
disgust,0
scared,8
happy,31
sad,19
surprised,2
neutral,33
angry,7
disgust,0
scared,8
happy,15
sad,19
surprised,2
neutral,50
angry,7
disgust,0
scared,8
happy,15
sad,19
surprised,2
neutral,50
angry,8
disgust,1
scared,5
happy,15
sad,38
surprised,0
neutral,34
angry,15
disgust,0
scared,4
happy,18
sad,15
surprised,0
neutral,47
angry,19
disgust,0
scared,4
happy,6
sad,21
surprised,0
neutral,49
angry,18
disgust,1
scared,5
happy,16
sad,19
surprised,0
neutral,41
angry,14
disgust,0
scared,5
happy,19
sad,21
surprised,0
neutral,40
angry,14
disgust,0
scared,5
happy,19
sad,21
surprised,0
neutral,40
angry,20
disgust,1
scared,5
happy,8
sad,26
surprised,0
neutral,41
angry,19
disgust,1
scared,4
happy,6
sad,28
surprised,0
neutral,41
angry,19
disgust,1
scared,6
happy,15
sad,20
surprised,0
neutral,39
angry,26
disgust,1
scared,6
happy,16
sad,17
surprised,0
neutral,33
angry,27
disgust,2
scared,6
happy,16
sad,16
surprised,0
neutral,32
angry,27
disgust,2
scared,6
happy,16
sad,16
surprised,0
neutral,32
angry,28
disgust,2
scared,5
happy,18
sad,13
surprised,0
neutral,35
angry,21
disgust,1
scared,6
happy,15
sad,18
surprised,0
neutral,39
angry,29
disgust,1
scared,6
happy,21
sad,14
surprised,0
neutral,28
angry,30
disgust,1
scared,4
happy,19
sad,18
surprised,0
neutral,27
angry,27
disgust,1
scared,6
happy,18
sad,18
surprised,0
neutral,28
angry,23
disgust,1
scared,6
happy,15
sad,20
surprised,0
neutral,35
angry,23
disgust,1
scared,6
happy,15
sad,20
surprised,0
neutral,35
angry,29
disgust,2
scared,6
happy,11
sad,21
surprised,0
neutral,31
angry,26
disgust,1
scared,4
happy,19
sad,19
surprised,0
neutral,30
angry,28
disgust,4
scared,6
happy,8
sad,21
surprised,0
neutral,34
angry,24
disgust,1
scared,6
happy,18
sad,19
surprised,0
neutral,31
angry,24
disgust,1
scared,6
happy,18
sad,19
surprised,0
neutral,31
angry,18
disgust,1
scared,4
happy,16
sad,16
surprised,0
neutral,45
angry,21
disgust,3
scared,6
happy,15
sad,16
surprised,0
neutral,40
angry,24
disgust,1
scared,5
happy,15
sad,15
surprised,0
neutral,39
angry,20
disgust,2
scared,5
happy,13
sad,18
surprised,0
neutral,41
angry,16
disgust,1
scared,4
happy,11
sad,17
surprised,0
neutral,51
angry,16
disgust,1
scared,4
happy,11
sad,17
surprised,0
neutral,51
angry,15
disgust,0
scared,3
happy,11
sad,13
surprised,0
neutral,57
angry,21
disgust,0
scared,4
happy,12
sad,17
surprised,0
neutral,45
angry,14
disgust,0
scared,4
happy,9
sad,17
surprised,0
neutral,55
angry,21
disgust,0
scared,4
happy,10
sad,16
surprised,0
neutral,48
angry,19
disgust,1
scared,4
happy,12
sad,20
surprised,0
neutral,44
angry,19
disgust,1
scared,4
happy,12
sad,20
surprised,0
neutral,44
angry,20
disgust,0
scared,5
happy,13
sad,18
surprised,0
neutral,44
angry,19
disgust,1
scared,4
happy,6
sad,19
surprised,0
neutral,50
angry,30
disgust,0
scared,6
happy,12
sad,17
surprised,0
neutral,35
angry,26
disgust,0
scared,6
happy,17
sad,17
surprised,0
neutral,33
angry,30
disgust,1
scared,5
happy,15
sad,17
surprised,0
neutral,32
angry,30
disgust,1
scared,5
happy,15
sad,17
surprised,0
neutral,32
angry,26
disgust,0
scared,7
happy,11
sad,23
surprised,0
neutral,31
angry,36
disgust,1
scared,7
happy,8
sad,21
surprised,0
neutral,27
angry,18
disgust,0
scared,4
happy,16
sad,18
surprised,0
neutral,42
angry,25
disgust,1
scared,7
happy,11
sad,27
surprised,0
neutral,29
angry,25
disgust,1
scared,6
happy,13
sad,22
surprised,0
neutral,33
angry,25
disgust,1
scared,6
happy,13
sad,22
surprised,0
neutral,33
angry,23
disgust,1
scared,6
happy,10
sad,19
surprised,0
neutral,41
angry,14
disgust,0
scared,5
happy,14
sad,16
surprised,0
neutral,51
angry,12
disgust,0
scared,5
happy,11
sad,20
surprised,0
neutral,51
angry,20
disgust,0
scared,7
happy,7
sad,28
surprised,0
neutral,37
angry,22
disgust,1
scared,5
happy,10
sad,23
surprised,0
neutral,38
angry,22
disgust,1
scared,5
happy,10
sad,23
surprised,0
neutral,38
angry,23
disgust,1
scared,6
happy,11
sad,27
surprised,0
neutral,32
angry,26
disgust,0
scared,5
happy,12
sad,20
surprised,0
neutral,36
angry,28
disgust,0
scared,5
happy,13
sad,19
surprised,0
neutral,35
angry,30
disgust,0
scared,6
happy,13
sad,21
surprised,0
neutral,30
angry,30
disgust,0
scared,6
happy,13
sad,21
surprised,0
neutral,30
angry,27
disgust,1
scared,6
happy,9
sad,20
surprised,0
neutral,36
angry,24
disgust,0
scared,5
happy,14
sad,22
surprised,0
neutral,35
angry,24
disgust,0
scared,5
happy,11
sad,24
surprised,0
neutral,35
angry,15
disgust,0
scared,5
happy,8
sad,22
surprised,0
neutral,48
angry,23
disgust,0
scared,5
happy,16
sad,24
surprised,0
neutral,31
angry,26
disgust,1
scared,7
happy,12
sad,26
surprised,0
neutral,29
angry,18
disgust,1
scared,7
happy,7
sad,26
surprised,0
neutral,41
angry,24
disgust,1
scared,6
happy,8
sad,26
surprised,0
neutral,34
angry,24
disgust,1
scared,6
happy,8
sad,26
surprised,0
neutral,34
angry,20
disgust,1
scared,6
happy,6
sad,25
surprised,0
neutral,42
angry,37
disgust,1
scared,5
happy,8
sad,24
surprised,0
neutral,25
angry,27
disgust,1
scared,5
happy,11
sad,22
surprised,0
neutral,35
angry,20
disgust,0
scared,4
happy,21
sad,21
surprised,0
neutral,34
angry,20
disgust,0
scared,4
happy,21
sad,21
surprised,0
neutral,34
angry,24
disgust,0
scared,3
happy,27
sad,17
surprised,0
neutral,29
angry,27
disgust,2
scared,5
happy,14
sad,23
surprised,0
neutral,29
angry,23
disgust,3
scared,5
happy,7
sad,24
surprised,0
neutral,38
angry,16
disgust,4
scared,6
happy,1
sad,26
surprised,0
neutral,46
angry,15
disgust,3
scared,7
happy,1
sad,25
surprised,0
neutral,49
angry,15
disgust,3
scared,7
happy,1
sad,25
surprised,0
neutral,49
angry,19
disgust,1
scared,9
happy,3
sad,22
surprised,0
neutral,46
angry,21
disgust,1
scared,7
happy,2
sad,20
surprised,0
neutral,48
angry,28
disgust,1
scared,12
happy,1
sad,26
surprised,0
neutral,31
angry,30
disgust,3
scared,10
happy,1
sad,16
surprised,0
neutral,38
angry,22
disgust,2
scared,8
happy,1
sad,20
surprised,0
neutral,48
angry,20
disgust,1
scared,8
happy,1
sad,20
surprised,0
neutral,50
angry,20
disgust,1
scared,8
happy,1
sad,20
surprised,0
neutral,50
angry,26
disgust,0
scared,13
happy,2
sad,19
surprised,0
neutral,38
angry,32
disgust,1
scared,11
happy,1
sad,28
surprised,1
neutral,26
angry,28
disgust,1
scared,9
happy,1
sad,27
surprised,1
neutral,33
angry,33
disgust,1
scared,8
happy,1
sad,20
surprised,1
neutral,36
angry,29
disgust,1
scared,8
happy,2
sad,20
surprised,0
neutral,41
angry,22
disgust,1
scared,9
happy,3
sad,23
surprised,1
neutral,43
angry,22
disgust,1
scared,9
happy,3
sad,23
surprised,1
neutral,43
angry,23
disgust,1
scared,13
happy,3
sad,21
surprised,1
neutral,39
angry,26
disgust,1
scared,11
happy,2
sad,24
surprised,1
neutral,36
angry,15
disgust,0
scared,8
happy,2
sad,18
surprised,0
neutral,56
angry,17
disgust,1
scared,10
happy,2
sad,21
surprised,0
neutral,50
angry,18
disgust,1
scared,11
happy,2
sad,29
surprised,1
neutral,37
angry,18
disgust,1
scared,11
happy,2
sad,29
surprised,1
neutral,37
angry,22
disgust,1
scared,12
happy,2
sad,24
surprised,1
neutral,39
angry,21
disgust,0
scared,11
happy,2
sad,32
surprised,1
neutral,32
angry,17
disgust,1
scared,13
happy,2
sad,35
surprised,1
neutral,31
angry,17
disgust,1
scared,13
happy,2
sad,35
surprised,1
neutral,31
angry,19
disgust,1
scared,14
happy,3
sad,23
surprised,1
neutral,39
angry,25
disgust,1
scared,15
happy,3
sad,26
surprised,1
neutral,29
angry,17
disgust,1
scared,11
happy,4
sad,23
surprised,1
neutral,42
angry,16
disgust,3
scared,18
happy,1
sad,29
surprised,0
neutral,33
angry,16
disgust,3
scared,18
happy,1
sad,29
surprised,0
neutral,33
angry,22
disgust,5
scared,18
happy,1
sad,28
surprised,0
neutral,26
angry,7
disgust,0
scared,11
happy,7
sad,4
surprised,21
neutral,50
angry,7
disgust,0
scared,11
happy,7
sad,4
surprised,21
neutral,50
angry,13
disgust,1
scared,27
happy,20
sad,17
surprised,8
neutral,14
angry,13
disgust,1
scared,27
happy,20
sad,17
surprised,8
neutral,14
angry,3
disgust,0
scared,6
happy,53
sad,10
surprised,2
neutral,27
angry,3
disgust,0
scared,6
happy,53
sad,10
surprised,2
neutral,27
angry,25
disgust,1
scared,18
happy,25
sad,11
surprised,2
neutral,17
angry,25
disgust,1
scared,18
happy,25
sad,11
surprised,2
neutral,17
angry,21
disgust,1
scared,10
happy,23
sad,10
surprised,1
neutral,35
angry,29
disgust,8
scared,21
happy,5
sad,19
surprised,1
neutral,18
angry,39
disgust,4
scared,14
happy,12
sad,13
surprised,0
neutral,17
angry,29
disgust,4
scared,22
happy,13
sad,15
surprised,1
neutral,17
angry,26
disgust,4
scared,17
happy,21
sad,10
surprised,1
neutral,22
angry,26
disgust,4
scared,17
happy,21
sad,10
surprised,1
neutral,22
angry,25
disgust,6
scared,13
happy,20
sad,11
surprised,1
neutral,24
angry,31
disgust,5
scared,6
happy,32
sad,7
surprised,0
neutral,18
angry,27
disgust,4
scared,4
happy,43
sad,9
surprised,1
neutral,12
angry,13
disgust,0
scared,1
happy,78
sad,3
surprised,0
neutral,4
angry,1
disgust,0
scared,0
happy,99
sad,0
surprised,0
neutral,0
angry,1
disgust,0
scared,0
happy,99
sad,0
surprised,0
neutral,0
angry,7
disgust,0
scared,0
happy,90
sad,1
surprised,0
neutral,1
angry,3
disgust,0
scared,0
happy,94
sad,1
surprised,0
neutral,2
angry,7
disgust,1
scared,1
happy,77
sad,7
surprised,0
neutral,7
angry,7
disgust,1
scared,1
happy,77
sad,7
surprised,0
neutral,7
angry,6
disgust,1
scared,3
happy,65
sad,8
surprised,0
neutral,17
angry,8
disgust,2
scared,3
happy,64
sad,8
surprised,0
neutral,15
angry,14
disgust,0
scared,5
happy,39
sad,10
surprised,0
neutral,31
angry,11
disgust,1
scared,5
happy,58
sad,9
surprised,0
neutral,16
angry,8
disgust,0
scared,2
happy,66
sad,6
surprised,0
neutral,17
angry,8
disgust,0
scared,2
happy,66
sad,6
surprised,0
neutral,17
angry,6
disgust,0
scared,1
happy,82
sad,3
surprised,0
neutral,8
angry,12
disgust,0
scared,2
happy,74
sad,8
surprised,0
neutral,4
angry,12
disgust,0
scared,2
happy,74
sad,8
surprised,0
neutral,4
angry,8
disgust,0
scared,3
happy,72
sad,11
surprised,0
neutral,6
angry,8
disgust,0
scared,3
happy,72
sad,11
surprised,0
neutral,6
angry,7
disgust,0
scared,2
happy,75
sad,10
surprised,0
neutral,6
angry,0
disgust,0
scared,0
happy,99
sad,0
surprised,0
neutral,0
angry,0
disgust,0
scared,0
happy,99
sad,0
surprised,0
neutral,0
angry,6
disgust,0
scared,21
happy,7
sad,11
surprised,13
neutral,41
angry,6
disgust,0
scared,21
happy,7
sad,11
surprised,13
neutral,41
angry,0
disgust,0
scared,0
happy,100
sad,0
surprised,0
neutral,0
angry,1
disgust,0
scared,1
happy,95
sad,2
surprised,0
neutral,1
angry,3
disgust,0
scared,1
happy,90
sad,3
surprised,1
neutral,2
angry,3
disgust,0
scared,1
happy,90
sad,3
surprised,1
neutral,2
angry,2
disgust,0
scared,0
happy,95
sad,1
surprised,0
neutral,1
angry,4
disgust,0
scared,1
happy,87
sad,5
surprised,0
neutral,3
angry,5
disgust,0
scared,1
happy,83
sad,4
surprised,0
neutral,5
angry,9
disgust,1
scared,13
happy,13
sad,48
surprised,1
neutral,14
angry,20
disgust,0
scared,29
happy,22
sad,24
surprised,0
neutral,5
angry,20
disgust,0
scared,29
happy,22
sad,24
surprised,0
neutral,5
angry,11
disgust,0
scared,30
happy,25
sad,31
surprised,1
neutral,4
angry,17
disgust,0
scared,30
happy,13
sad,37
surprised,0
neutral,3
angry,35
disgust,0
scared,32
happy,7
sad,22
surprised,0
neutral,3
angry,12
disgust,0
scared,32
happy,11
sad,44
surprised,0
neutral,2
angry,20
disgust,0
scared,19
happy,17
sad,40
surprised,0
neutral,4
angry,27
disgust,0
scared,19
happy,15
sad,35
surprised,0
neutral,4
angry,9
disgust,2
scared,8
happy,19
sad,21
surprised,21
neutral,19
angry,9
disgust,2
scared,8
happy,19
sad,21
surprised,21
neutral,19
angry,6
disgust,0
scared,21
happy,3
sad,68
surprised,0
neutral,1
angry,7
disgust,0
scared,19
happy,8
sad,64
surprised,0
neutral,1
angry,11
disgust,0
scared,28
happy,8
sad,51
surprised,0
neutral,1
angry,12
disgust,0
scared,20
happy,5
sad,62
surprised,0
neutral,1
angry,12
disgust,0
scared,20
happy,5
sad,62
surprised,0
neutral,1
angry,10
disgust,0
scared,21
happy,10
sad,56
surprised,0
neutral,2
angry,13
disgust,0
scared,21
happy,7
sad,58
surprised,0
neutral,2
angry,8
disgust,0
scared,23
happy,11
sad,56
surprised,0
neutral,2
angry,9
disgust,1
scared,22
happy,19
sad,46
surprised,0
neutral,3
angry,8
disgust,0
scared,20
happy,10
sad,58
surprised,0
neutral,3
angry,8
disgust,0
scared,20
happy,10
sad,58
surprised,0
neutral,3
angry,6
disgust,5
scared,7
happy,16
sad,21
surprised,23
neutral,22
angry,13
disgust,1
scared,29
happy,12
sad,41
surprised,0
neutral,4
angry,25
disgust,0
scared,16
happy,17
sad,33
surprised,0
neutral,8
angry,14
disgust,1
scared,28
happy,18
sad,34
surprised,0
neutral,5
angry,16
disgust,1
scared,34
happy,14
sad,28
surprised,0
neutral,8
angry,23
disgust,1
scared,23
happy,9
sad,32
surprised,1
neutral,11
angry,10
disgust,3
scared,25
happy,8
sad,28
surprised,1
neutral,24
angry,4
disgust,3
scared,9
happy,13
sad,14
surprised,20
neutral,36
angry,4
disgust,3
scared,9
happy,13
sad,14
surprised,20
neutral,36
angry,6
disgust,2
scared,14
happy,10
sad,18
surprised,14
neutral,36
angry,6
disgust,1
scared,8
happy,44
sad,13
surprised,1
neutral,27
angry,10
disgust,1
scared,6
happy,54
sad,9
surprised,1
neutral,19
angry,14
disgust,2
scared,6
happy,55
sad,16
surprised,0
neutral,6
angry,13
disgust,0
scared,7
happy,56
sad,16
surprised,1
neutral,7
angry,13
disgust,0
scared,7
happy,56
sad,16
surprised,1
neutral,7
angry,8
disgust,0
scared,3
happy,47
sad,7
surprised,1
neutral,34
angry,14
disgust,1
scared,5
happy,20
sad,9
surprised,1
neutral,50
angry,15
disgust,1
scared,5
happy,27
sad,13
surprised,1
neutral,39
angry,10
disgust,0
scared,6
happy,34
sad,11
surprised,2
neutral,37
angry,9
disgust,0
scared,4
happy,45
sad,8
surprised,1
neutral,33
angry,3
disgust,0
scared,16
happy,9
sad,8
surprised,22
neutral,42
angry,13
disgust,1
scared,6
happy,26
sad,15
surprised,1
neutral,37
angry,9
disgust,0
scared,5
happy,31
sad,10
surprised,1
neutral,43
angry,9
disgust,0
scared,5
happy,31
sad,10
surprised,1
neutral,43
angry,7
disgust,0
scared,4
happy,26
sad,9
surprised,0
neutral,54
angry,14
disgust,1
scared,6
happy,7
sad,16
surprised,1
neutral,56
angry,23
disgust,1
scared,10
happy,14
sad,15
surprised,1
neutral,36
angry,18
disgust,1
scared,9
happy,19
sad,16
surprised,1
neutral,37
angry,11
disgust,1
scared,6
happy,20
sad,13
surprised,1
neutral,47
angry,19
disgust,1
scared,9
happy,19
sad,19
surprised,1
neutral,32
angry,11
