Emotion,Value 
happy,13
sad,4
surprised,28
neutral,29
angry,12
disgust,0
scared,9
happy,12
sad,3
surprised,26
neutral,38
angry,10
disgust,0
scared,8
happy,11
sad,2
surprised,34
neutral,34
angry,13
disgust,0
scared,8
happy,12
sad,3
surprised,26
neutral,38
angry,13
disgust,0
scared,8
happy,12
sad,3
surprised,26
neutral,38
angry,9
disgust,0
scared,6
happy,13
sad,2
surprised,24
neutral,46
angry,11
disgust,0
scared,9
happy,13
sad,3
surprised,27
neutral,38
angry,13
disgust,0
scared,10
happy,17
sad,4
surprised,22
neutral,34
angry,15
disgust,0
scared,12
happy,12
sad,4
surprised,26
neutral,31
angry,10
disgust,0
scared,9
happy,22
sad,4
surprised,23
neutral,32
angry,9
disgust,0
scared,10
happy,21
sad,3
surprised,18
neutral,38
angry,7
disgust,0
scared,8
happy,24
sad,4
surprised,22
neutral,36
angry,11
disgust,0
scared,9
happy,20
sad,5
surprised,18
neutral,37
angry,7
disgust,0
scared,8
happy,21
sad,4
surprised,29
neutral,32
angry,10
disgust,0
scared,10
happy,12
sad,4
surprised,27
neutral,36
angry,7
disgust,0
scared,10
happy,15
sad,5
surprised,32
neutral,31
angry,10
disgust,0
scared,11
happy,21
sad,5
surprised,26
neutral,28
angry,10
disgust,0
scared,11
happy,21
sad,5
surprised,26
neutral,28
angry,8
disgust,0
scared,11
happy,17
sad,4
surprised,25
neutral,34
angry,12
disgust,0
scared,14
happy,23
sad,7
surprised,20
neutral,24
angry,4
disgust,4
scared,8
happy,23
sad,10
surprised,33
neutral,17
angry,1
disgust,0
scared,72
happy,1
sad,17
surprised,3
neutral,5
angry,10
disgust,0
scared,10
happy,31
sad,6
surprised,13
neutral,30
angry,10
disgust,0
scared,10
happy,22
sad,4
surprised,12
neutral,42
angry,10
disgust,0
scared,10
happy,22
sad,4
surprised,12
neutral,42
angry,1
disgust,0
scared,70
happy,1
sad,22
surprised,1
neutral,6
angry,11
disgust,0
scared,12
happy,18
sad,4
surprised,20
neutral,36
angry,12
disgust,0
scared,10
happy,21
sad,4
surprised,14
neutral,38
angry,10
disgust,0
scared,13
happy,18
sad,6
surprised,24
neutral,28
angry,7
disgust,0
scared,10
happy,31
sad,5
surprised,16
neutral,30
angry,9
disgust,0
scared,14
happy,22
sad,8
surprised,8
neutral,37
angry,9
disgust,0
scared,9
happy,29
sad,6
surprised,13
neutral,34
angry,12
disgust,0
scared,12
happy,30
sad,7
surprised,10
neutral,30
angry,1
disgust,0
scared,70
happy,1
sad,21
surprised,1
neutral,6
angry,13
disgust,0
scared,13
happy,15
sad,5
surprised,16
neutral,39
angry,13
disgust,0
scared,13
happy,15
sad,5
surprised,16
neutral,39
angry,1
disgust,0
scared,72
happy,1
sad,19
surprised,2
neutral,5
angry,1
disgust,0
scared,71
happy,1
sad,20
surprised,1
neutral,6
angry,1
disgust,0
scared,79
happy,0
sad,14
surprised,2
neutral,4
angry,1
disgust,0
scared,77
happy,0
sad,17
surprised,2
neutral,3
angry,1
disgust,0
scared,77
happy,1
sad,17
surprised,2
neutral,4
angry,1
disgust,0
scared,74
happy,1
sad,18
surprised,2
neutral,5
angry,1
disgust,0
scared,77
happy,1
sad,16
surprised,3
neutral,4
angry,10
disgust,0
scared,12
happy,24
sad,6
surprised,10
neutral,38
angry,1
disgust,0
scared,78
happy,1
sad,14
surprised,2
neutral,4
angry,1
disgust,0
scared,78
happy,1
sad,14
surprised,2
neutral,4
angry,1
disgust,0
scared,78
happy,0
sad,16
surprised,1
neutral,3
angry,10
disgust,0
scared,11
happy,15
sad,3
surprised,17
neutral,45
angry,1
disgust,0
scared,71
happy,1
sad,21
surprised,2
neutral,5
angry,1
disgust,0
scared,79
happy,1
sad,16
surprised,1
neutral,2
angry,1
disgust,0
scared,71
happy,1
sad,21
surprised,2
neutral,3
angry,1
disgust,0
scared,72
happy,1
sad,22
surprised,1
neutral,3
angry,1
disgust,0
scared,72
happy,1
sad,22
surprised,1
neutral,3
angry,1
disgust,0
scared,71
happy,1
sad,22
surprised,1
neutral,4
angry,3
disgust,0
scared,51
happy,2
sad,37
surprised,0
neutral,6
angry,3
disgust,0
scared,46
happy,7
sad,33
surprised,1
neutral,10
angry,5
disgust,1
scared,62
happy,5
sad,18
surprised,2
neutral,8
angry,4
disgust,0
scared,14
happy,12
sad,48
surprised,1
neutral,21
angry,1
disgust,0
scared,2
happy,31
sad,37
surprised,0
neutral,28
angry,5
disgust,2
scared,3
happy,7
sad,8
surprised,0
neutral,76
angry,8
disgust,2
scared,8
happy,8
sad,5
surprised,0
neutral,68
angry,8
disgust,2
scared,8
happy,8
sad,5
surprised,0
neutral,68
angry,8
disgust,0
scared,14
happy,6
sad,5
surprised,19
neutral,48
angry,8
disgust,0
scared,14
happy,6
sad,5
surprised,19
neutral,48
angry,13
disgust,3
scared,7
happy,11
sad,9
surprised,0
neutral,56
angry,13
disgust,3
scared,7
happy,11
sad,9
surprised,0
neutral,56
angry,10
disgust,4
scared,9
happy,9
sad,15
surprised,0
neutral,52
angry,11
disgust,8
scared,17
happy,3
sad,24
surprised,0
neutral,37
angry,14
disgust,51
scared,12
happy,1
sad,10
surprised,0
neutral,11
Emotion,Value
angry,8
disgust,0
scared,18
happy,21
sad,9
surprised,10
neutral,34
angry,16
disgust,1
scared,16
happy,24
sad,26
surprised,2
neutral,16
angry,3
disgust,0
scared,38
happy,8
sad,40
surprised,1
neutral,9
angry,3
disgust,0
scared,38
happy,8
sad,40
surprised,1
neutral,9
angry,1
disgust,0
scared,38
happy,13
sad,33
surprised,0
neutral,13
angry,1
disgust,1
scared,27
happy,10
sad,50
surprised,0
neutral,11
angry,2
disgust,0
scared,42
happy,4
sad,41
surprised,0
neutral,10
angry,1
disgust,0
scared,46
happy,8
sad,32
surprised,0
neutral,13
angry,1
disgust,0
scared,35
happy,9
sad,42
surprised,0
neutral,13
angry,1
disgust,0
scared,34
happy,10
sad,42
surprised,0
neutral,12
angry,1
disgust,0
scared,34
happy,10
sad,42
surprised,0
neutral,12
angry,2
disgust,0
scared,37
happy,9
sad,38
surprised,0
neutral,14
angry,2
disgust,1
scared,27
happy,18
sad,36
surprised,0
neutral,15
angry,3
disgust,1
scared,40
happy,20
sad,26
surprised,1
neutral,11
angry,4
disgust,0
scared,29
happy,41
sad,14
surprised,0
neutral,11
angry,5
disgust,1
scared,11
happy,39
sad,35
surprised,0
neutral,8
angry,13
disgust,16
scared,18
happy,18
sad,24
surprised,1
neutral,11
angry,13
disgust,16
scared,18
happy,18
sad,24
surprised,1
neutral,11
angry,27
disgust,11
scared,24
happy,6
sad,23
surprised,0
neutral,8
angry,27
disgust,2
scared,17
happy,7
sad,23
surprised,1
neutral,23
angry,19
disgust,1
scared,13
happy,23
sad,16
surprised,1
neutral,27
angry,9
disgust,0
scared,5
happy,34
sad,8
surprised,1
neutral,44
angry,9
disgust,0
scared,5
happy,34
sad,8
surprised,1
neutral,44
angry,11
disgust,0
scared,3
happy,22
sad,7
surprised,0
neutral,56
angry,10
disgust,1
scared,5
happy,32
sad,7
surprised,0
neutral,46
angry,9
disgust,3
scared,8
happy,35
sad,11
surprised,1
neutral,33
angry,13
disgust,1
scared,8
happy,12
sad,22
surprised,23
neutral,21
angry,8
disgust,2
scared,8
happy,25
sad,18
surprised,22
neutral,17
angry,7
disgust,1
scared,9
happy,6
sad,61
surprised,1
neutral,16
angry,7
disgust,1
scared,9
happy,6
sad,61
surprised,1
neutral,16
angry,18
disgust,1
scared,13
happy,3
sad,34
surprised,2
neutral,30
angry,7
disgust,2
scared,8
happy,9
sad,17
surprised,2
neutral,54
angry,10
disgust,8
scared,15
happy,9
sad,24
surprised,4
neutral,30
angry,17
disgust,1
scared,12
happy,10
sad,24
surprised,2
neutral,34
angry,12
disgust,1
scared,11
happy,6
sad,20
surprised,1
neutral,49
angry,6
disgust,1
scared,7
happy,7
sad,25
surprised,0
neutral,54
angry,6
disgust,1
scared,7
happy,7
sad,25
surprised,0
neutral,54
angry,8
disgust,1
scared,6
happy,8
sad,19
surprised,1
neutral,56
angry,19
disgust,6
scared,5
happy,2
sad,16
surprised,0
neutral,52
angry,19
disgust,7
scared,8
happy,2
sad,23
surprised,0
neutral,41
angry,22
disgust,11
scared,11
happy,3
sad,20
surprised,0
neutral,34
angry,27
disgust,6
scared,11
happy,2
sad,21
surprised,0
neutral,33
angry,24
disgust,3
scared,6
happy,1
sad,22
surprised,0
neutral,44
angry,24
disgust,3
scared,6
happy,1
sad,22
surprised,0
neutral,44
angry,25
disgust,4
scared,7
happy,1
sad,23
surprised,0
neutral,39
angry,21
disgust,3
scared,7
happy,1
sad,26
surprised,0
neutral,43
angry,23
disgust,5
scared,10
happy,1
sad,28
surprised,0
neutral,33
angry,20
disgust,6
scared,8
happy,1
sad,34
surprised,0
neutral,32
angry,17
disgust,2
scared,7
happy,1
sad,35
surprised,0
neutral,38
angry,22
disgust,6
scared,15
happy,1
sad,36
surprised,0
neutral,20
angry,18
disgust,7
scared,10
happy,0
sad,37
surprised,0
neutral,27
angry,18
disgust,7
scared,10
happy,0
sad,37
surprised,0
neutral,27
angry,27
disgust,4
scared,12
happy,0
sad,30
surprised,0
neutral,26
angry,23
disgust,6
scared,10
happy,0
sad,33
surprised,0
neutral,28
angry,21
disgust,6
scared,15
happy,0
sad,35
surprised,1
neutral,22
angry,25
disgust,8
scared,10
happy,1
sad,23
surprised,0
neutral,32
angry,24
disgust,3
scared,8
happy,0
sad,31
surprised,0
neutral,32
angry,25
disgust,3
scared,9
happy,0
sad,30
surprised,1
neutral,32
angry,27
disgust,2
scared,9
happy,0
sad,22
surprised,0
neutral,39
angry,26
disgust,4
scared,9
happy,1
sad,20
surprised,0
neutral,40
angry,20
disgust,2
scared,7
happy,1
sad,20
surprised,0
neutral,50
angry,20
disgust,2
scared,7
happy,1
sad,20
surprised,0
neutral,50
angry,25
disgust,4
scared,7
happy,1
sad,13
surprised,0
neutral,50
angry,32
disgust,4
scared,13
happy,0
sad,23
surprised,1
neutral,28
angry,26
disgust,3
scared,10
happy,0
sad,21
surprised,1
neutral,38
angry,23
disgust,3
scared,11
happy,0
sad,25
surprised,0
neutral,37
angry,25
disgust,5
scared,11
happy,1
sad,21
surprised,1
neutral,37
angry,23
disgust,4
scared,12
happy,1
sad,23
surprised,0
neutral,37
angry,20
disgust,4
scared,9
happy,0
sad,15
surprised,1
neutral,52
angry,21
disgust,3
scared,12
happy,0
sad,23
surprised,1
neutral,39
angry,21
disgust,3
scared,12
happy,0
sad,23
surprised,1
neutral,39
angry,16
disgust,3
scared,6
happy,0
sad,17
surprised,0
neutral,57
angry,22
disgust,2
scared,8
happy,1
sad,16
surprised,0
neutral,51
angry,17
disgust,4
scared,7
happy,0
sad,17
surprised,0
neutral,55
angry,15
disgust,3
scared,8
happy,1
sad,25
surprised,1
neutral,47
angry,18
disgust,3
scared,5
happy,1
sad,17
surprised,1
neutral,56
angry,20
disgust,1
scared,9
happy,1
sad,18
surprised,0
neutral,51
angry,17
disgust,3
scared,7
happy,1
sad,21
surprised,1
neutral,51
angry,13
disgust,4
scared,8
happy,1
sad,16
surprised,0
neutral,57
angry,12
disgust,3
scared,7
happy,1
sad,20
surprised,1
neutral,57
angry,10
disgust,2
scared,5
happy,1
sad,12
surprised,0
neutral,70
angry,10
disgust,2
scared,5
happy,1
sad,12
surprised,0
neutral,70
angry,10
disgust,1
scared,4
happy,1
sad,11
surprised,0
neutral,73
angry,8
disgust,2
scared,6
happy,1
sad,15
surprised,0
neutral,68
angry,11
disgust,2
scared,5
happy,1
sad,18
surprised,0
neutral,63
angry,10
disgust,2
scared,5
happy,0
sad,8
surprised,0
neutral,74
angry,11
disgust,2
scared,6
happy,1
sad,18
surprised,0
neutral,63
angry,10
disgust,2
scared,6
happy,1
sad,21
surprised,0
neutral,60
angry,10
disgust,5
scared,7
happy,1
sad,12
surprised,0
neutral,66
angry,14
disgust,6
scared,8
happy,1
sad,13
surprised,0
neutral,58
angry,13
disgust,2
scared,7
happy,0
sad,17
surprised,0
neutral,61
angry,13
disgust,2
scared,7
happy,0
sad,17
surprised,0
neutral,61
angry,16
disgust,4
scared,8
happy,1
sad,14
surprised,0
neutral,58
angry,12
disgust,5
scared,13
happy,1
sad,17
surprised,0
neutral,51
angry,12
disgust,5
scared,7
happy,1
sad,12
surprised,0
neutral,63
angry,14
disgust,4
scared,5
happy,1
sad,11
surprised,0
neutral,65
angry,15
disgust,4
scared,10
happy,0
sad,18
surprised,0
neutral,53
angry,12
disgust,5
scared,8
happy,1
sad,16
surprised,0
neutral,58
angry,9
disgust,15
scared,4
happy,1
sad,27
surprised,0
neutral,44
angry,14
disgust,2
scared,7
happy,0
sad,43
surprised,0
neutral,34
angry,14
disgust,3
scared,7
happy,1
sad,22
surprised,0
neutral,52
angry,14
disgust,3
scared,7
happy,1
sad,22
surprised,0
neutral,52
angry,15
disgust,2
scared,9
happy,1
sad,33
surprised,0
neutral,41
angry,15
disgust,1
scared,8
happy,1
sad,22
surprised,0
neutral,54
angry,12
disgust,2
scared,9
happy,1
sad,20
surprised,0
neutral,56
angry,13
disgust,2
scared,7
happy,1
sad,15
surprised,0
neutral,62
angry,11
disgust,2
scared,7
happy,1
sad,24
surprised,0
neutral,56
angry,12
disgust,1
scared,5
happy,0
sad,18
surprised,0
neutral,64
angry,16
disgust,1
scared,6
happy,1
sad,18
surprised,0
neutral,58
angry,18
disgust,2
scared,6
happy,1
sad,37
surprised,0
neutral,35
angry,19
disgust,7
scared,10
happy,1
sad,30
surprised,0
neutral,34
angry,15
disgust,4
scared,10
happy,1
sad,23
surprised,0
neutral,48
angry,17
disgust,3
scared,9
happy,0
sad,26
surprised,0
neutral,44
angry,13
disgust,4
scared,10
happy,1
sad,35
surprised,0
neutral,37
angry,16
disgust,6
scared,8
happy,0
sad,29
surprised,0
neutral,41
angry,14
disgust,5
scared,7
happy,0
sad,25
surprised,0
neutral,50
angry,23
disgust,5
scared,11
happy,1
sad,18
surprised,0
neutral,41
angry,17
disgust,5
scared,8
happy,1
sad,16
surprised,0
neutral,54
angry,15
disgust,3
scared,10
happy,1
sad,25
surprised,1
neutral,46
angry,18
disgust,3
scared,9
happy,1
sad,22
surprised,0
neutral,46
angry,14
disgust,3
scared,6
happy,0
sad,18
surprised,0
neutral,58
angry,19
disgust,2
scared,11
happy,1
sad,17
surprised,0
neutral,50
angry,12
disgust,2
scared,8
happy,1
sad,20
surprised,0
neutral,58
angry,12
disgust,2
scared,8
happy,1
sad,20
surprised,0
neutral,58
angry,17
